"Number";"Ettevõtja nimi";"Registrikood";"Kehtivuse algus";"Kehtivuse lõpp";"Kehtiv";"Tegevusala";"Lisainfo"
"KTO024777";"Studio Vesi OÜ";"16272019";"24.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024776";"Heralds OÜ";"16300052";"24.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024774";"BLD Group OÜ";"16931479";"23.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024772";"Hansahoov OÜ";"14964256";"23.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024775";"Vormsi Logistics osaühing";"11490881";"23.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024773";"TRIFIT OÜ";"14846597";"23.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024771";"BirdPerson OÜ";"16881155";"22.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024770";"osaühing Trajali";"11062748";"22.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024768";"Pudelikael OÜ";"16857990";"19.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024766";"U - Capital OÜ";"16380967";"18.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024767";"Laitse Loss OÜ";"16907191";"18.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024765";"TH Kork OÜ";"16859902";"17.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024764";"Elite Events OÜ";"16964332";"16.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024763";"Suverannapeod OÜ";"16470802";"16.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024761";"Oven cafe OÜ";"16936956";"16.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024762";"OÜ Umile";"14800900";"16.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024760";"MNS81 Holding OÜ";"16943778";"15.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024759";"Bali Cafe OÜ";"16800530";"14.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024755";"OÜ MAXLEO";"16829611";"12.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024715";"Boteco OÜ";"16924380";"12.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024756";"Bandiidid OÜ";"16951453";"12.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024754";"TIRIDATES OÜ";"10360691";"12.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024753";"OÜ Artbeat";"12211893";"11.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024752";"OÜ Valgeke";"16723485";"11.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024750";"HERETO OÜ";"16961629";"10.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024749";"Rühne OÜ";"16937453";"10.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024751";"Voronova Group OÜ";"16902213";"10.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024748";"Ninase Puhkeküla OÜ";"16341654";"09.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024747";"Carlo?s Kitchen OÜ";"16591807";"09.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024746";"JSR OÜ";"16389342";"09.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024742";"Pinsere OÜ";"16925177";"08.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024745";"Koogikohvik OÜ";"16889429";"08.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024743";"Hamps veermikul OÜ";"16956479";"08.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024741";"Roger Group OÜ";"16434031";"06.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024724";"Brewhouse OÜ";"16911761";"05.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024738";"OÜ Cocktail Catering";"11371194";"04.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024737";"Ainfood OÜ";"16934762";"04.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024739";"TLK Projekt OÜ";"16342599";"04.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024736";"mittetulundusühing Carma Motoklubi";"80262323";"03.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024734";"Passionmama OÜ";"16951393";"03.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024735";"Purje tee koduköök OÜ";"16784624";"03.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024733";"eL`DINO OÜ";"16928164";"02.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024732";"Uue-Kuraga OÜ";"16934271";"02.04.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024730";"EFETO OÜ";"14184334";"29.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024731";"Livekindly OÜ";"16490213";"29.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024729";"Vaishnaviinvest OÜ";"16886052";"29.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024728";"Carmenere OÜ";"16265462";"28.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024725";"Saxby Point OÜ";"16925473";"27.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024726";"Esox OÜ";"12829293";"27.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024723";"WingStoppGo OÜ";"16284778";"27.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024722";"OÜ Kodubaar";"14734846";"26.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024720";"Jaik OÜ";"14388806";"25.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024721";"Intergrill OÜ";"16942945";"25.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024718";"City Bike OÜ";"10948823";"22.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024719";"PostMan Trade OÜ";"16271155";"22.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024717";"Katusekohvik OÜ";"16217204";"20.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024716";"SMT Haldus OÜ";"16689222";"20.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024714";"Applehoff OÜ";"16925409";"18.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024712";"OÜ Parim Pala";"16885041";"17.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024711";"OÜ Aiving";"16849418";"15.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024710";"Old Hapsal Hotel OÜ";"16225497";"13.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024709";"Luise Catering OÜ";"16384439";"13.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024707";"League of Gentlemen OÜ";"16914305";"12.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024706";"Perkä OÜ";"16744783";"12.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024708";"Rataskaevu Hospitality OÜ";"16287802";"12.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024705";"Pelm Grupp OÜ";"14496312";"11.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024704";"OÜ Hi:oma:";"16419787";"11.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024702";"osaühing TEHNOALA";"11322184";"10.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024703";"Üks kass läks üle silla OÜ";"16873055";"10.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024701";"Restovibe OÜ";"16602830";"06.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024700";"Rocca al Mare Tennisekeskus OÜ";"12096075";"05.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024697";"Monterexiamo Trading OÜ";"12844430";"05.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024699";"KANGUS STUDIOS OÜ";"16410562";"05.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024698";"Le Corti OÜ";"16659155";"05.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024696";"FoodRoom Kompanii OÜ";"16923505";"04.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024694";"KUKLIKODA OÜ";"16919018";"01.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024695";"OÜ EatGood";"16858268";"01.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024693";"Suhkrutera OÜ";"16707167";"01.03.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024692";"Short Bridge Project OÜ";"16021180";"27.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024691";"Toidukoht OÜ";"16544133";"27.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024689";"Already OÜ";"14432986";"26.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024690";"Veinvestor OÜ";"16859859";"26.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024687";"Osaühing Lähte Pagar";"16439838";"24.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024686";"Citybrand OÜ";"14245952";"22.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024685";"Karja 3 OÜ";"16899149";"19.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024684";"Mia Pagar OÜ";"16872142";"16.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024683";"OÜ Satrian Aerospace";"12386714";"16.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024681";"AZAMOM OÜ";"14541099";"14.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024680";"Ronyx grupp OÜ";"16904086";"13.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024679";"Tai Nuudel OÜ";"16426706";"09.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024678";"Mõtleme Hiljem UÜ";"16916066";"08.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024677";"Rmagination Group OÜ";"12411369";"08.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024675";"Aktsiaselts LIVIKO";"10117341";"07.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024674";"SIPSIP LOUNGE OÜ";"16899132";"07.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024673";"Food Trade OÜ";"14283964";"07.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024672";"OÜ Kobuleti";"12464897";"06.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024671";"Pos Burger OÜ";"14330037";"05.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024670";"Meridal Food OÜ";"16874729";"02.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024669";"Kammu Grill OÜ";"16079794";"02.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024668";"Altum Group OÜ";"14343985";"01.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024644";"JukuPizza OÜ";"16890326";"01.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024667";"Fasters Eesti OÜ";"16419882";"01.02.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024666";"Nöösker OÜ";"12840544";"30.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024665";"Elamus Invest OÜ";"14515191";"30.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024663";"Krabi OÜ";"16901917";"30.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024664";"MTÜ Punktuur";"80632106";"30.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024662";"Saiapidu OÜ";"16906228";"29.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024661";"Barbara Restoran OÜ";"16490006";"27.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024660";"Yes Catering OÜ";"12645995";"24.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024659";"Marmik OÜ";"12599093";"23.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024655";"Lessner OÜ";"16886738";"22.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024656";"Uma Restoran OÜ";"16886744";"22.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024657";"Grill Catering OÜ";"16773253";"22.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024654";"Brimtroimunen OÜ";"11242551";"19.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024653";"Baltic Restaurant Services OÜ";"16332610";"19.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024646";"Fazulianov OÜ";"16799554";"18.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024652";"Cheese4you OÜ";"16168486";"17.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024651";"osaühing HAVELI INVEST";"10545025";"16.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024649";"MDS Starter OÜ";"16897363";"15.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024648";"RTYenom OÜ";"16887732";"15.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024647";"Garnet Grupp OÜ";"10715094";"11.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024645";"Alteros Group OÜ";"12598681";"10.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024643";"PiBir OÜ";"16723732";"09.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024642";"Rattatimm OÜ";"16833593";"08.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024641";"Sofiko OÜ";"14954074";"02.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024640";"Chefsfood Grill OÜ";"16628798";"02.01.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024639";"OÜ Merivart";"12512952";"30.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024638";"Regulatory OÜ";"14953318";"29.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024635";"Elamuste Universum OÜ";"16868099";"20.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024632";"Signai OÜ";"14030803";"20.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024633";"ehkoveito OÜ";"16720995";"20.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024634";"Borsch & Varenyk OÜ";"16399263";"20.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024631";"Karii OÜ";"14022181";"15.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024630";"KHACHAPURI Georgian Cafe OÜ";"16879017";"15.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024628";"LUXEVENTS OÜ";"14092276";"14.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024629";"Krouwel OÜ";"16830755";"14.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024627";"aktsiaselts LIIVIMAA PAGAR";"10301300";"13.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024626";"Atelier Peter Petz OÜ";"12543450";"12.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024625";"Softcupid OÜ";"16131661";"11.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024624";"BARKMAN OÜ";"16243265";"11.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024622";"GERTRUDENHOF OÜ";"11698587";"07.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024623";"StayBliss OÜ";"16725165";"07.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024621";"Lazy Bird OÜ";"16868574";"06.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024619";"MoMull OÜ";"16630594";"01.12.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024618";"Põltsamaa Kultuurikeskus";"75003068";"30.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024617";"Marea Restoran OÜ";"16869332";"30.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024616";"D-PizzaEE OÜ";"16662306";"28.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024615";"Piibubaar OÜ";"16722758";"27.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024614";"Georg Grupp OÜ";"14558007";"27.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024613";"Merle Lomp";"16855212";"26.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024612";"Tänavastuudio OÜ";"16329392";"24.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024611";"Red Door OÜ";"16268940";"23.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024609";"Pirta OÜ";"11928604";"22.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024608";"Maitsetuli OÜ";"16759796";"21.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024606";"Kaljumari OÜ";"16589897";"20.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024607";"Villa Schneider OÜ";"16820202";"20.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024605";"OÜ Valamulli Bäär";"16849341";"20.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024604";"OÜ Dreamlandia";"14824845";"19.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024603";"AP Teed OÜ";"14731109";"18.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024601";"Abatem OÜ";"12749176";"17.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024602";"TOOSIKANNU OÜ";"11142720";"17.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024600";"Trühvlike OÜ";"16846800";"15.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024599";"Suur Karja Haldus osaühing";"16457279";"14.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024598";"Rollit Sushi OÜ";"14825247";"14.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024596";"PNG Services OÜ";"12880064";"09.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024597";"Kodutort OÜ";"12991088";"09.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024594";"FUNNY CLUB OÜ";"16844125";"07.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024593";"ProCatering OÜ";"12468599";"06.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024590";"Koda Food OÜ";"16848063";"01.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024581";"GÖTI ENTERTAINMENT OÜ";"16826892";"01.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024592";"Viki Talu OÜ";"12190135";"01.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024591";"Lion City House OÜ";"16790292";"01.11.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024589";"Betrock OÜ";"16562237";"31.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024588";"Inna Kovalchuk";"16759980";"26.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024587";"Cakirca OÜ";"16774850";"22.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024586";"Mere värava grill OÜ";"16799123";"20.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024585";"Hikaru OÜ";"16761250";"20.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024582";"Urban Cafe OÜ";"16627669";"18.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024580";"HORECA EDU OÜ";"12379884";"17.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024579";"Riia Kohvik OÜ";"16810971";"16.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024569";"OÜ SLKRD";"16695300";"15.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024578";"KOKTEILI OÜ";"16834305";"12.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024576";"PPST Holding OÜ";"16826630";"11.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024575";"A&T SolWorks OÜ";"16827003";"10.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024574";"J.B. Invest OÜ";"14838899";"06.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024573";"DIRTCLUB OÜ";"16640517";"04.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024571";"Best Beverages OÜ";"14524238";"03.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024568";"NEBI OÜ";"14007419";"02.10.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024567";"Planeet Ruhnu OÜ";"16789567";"28.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024566";"Laagri Kohvik OÜ";"16588308";"25.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024564";"Tark Stuudio OÜ";"14318295";"21.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024563";"Upcome OÜ";"16726851";"21.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024565";"MR Event Service OÜ";"16820521";"21.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024561";"Ekyyz OÜ";"12962856";"18.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024562";"Mittetulundusühing Improteater";"80363768";"18.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024533";"Vennad Köögis OÜ";"16772271";"15.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024558";"KOHALIK OÜ";"16469934";"14.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024557";"Cocktail Stars OÜ";"12696254";"13.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024555";"Atmaja OÜ";"16592907";"08.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024556";"Vesron Trade OÜ";"16722942";"08.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024553";"Renex Kaubad OÜ";"14306487";"06.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024554";"ASA RESTO OÜ";"16811806";"06.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024552";"Moonlust OÜ";"16746821";"04.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024549";"Kultuuritorn OÜ";"16789165";"04.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024550";"KIVI CLIMBING OÜ";"16109058";"04.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024548";"Mittetulundusühing FOR Tsükkel";"80391807";"01.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024545";"Yummy Glow OÜ";"16797973";"01.09.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024544";"Fragola OÜ";"16689535";"30.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024540";"ROUEN OÜ";"16787249";"29.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024542";"Kinomaja OÜ";"16486051";"29.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024541";"Märdibaar OÜ";"16771923";"29.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024539";"OÜ PEOBAAR";"16800725";"28.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024535";"MUST MOLBERT OÜ";"16771633";"23.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024536";"Sham OÜ";"16146450";"23.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024534";"Baaqros OÜ";"16400598";"22.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024532";"Catamaran Republic OÜ";"11034002";"21.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024531";"BeSmartEst OÜ";"14073876";"20.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024530";"Lambaye Mboubane OÜ";"16786066";"18.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024529";"IROLI OÜ";"16773129";"18.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024528";"Namaste India OÜ";"16760782";"17.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024526";"MyKitchen OÜ";"14891735";"15.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024525";"OÜ Aida Peosaal";"16705487";"14.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024524";"Beer hub OÜ";"16791894";"11.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024523";"Hauka Kohvik OÜ";"16750068";"10.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024521";"Master Chef OÜ";"16434410";"09.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024520";"Vale pööre OÜ";"16763616";"08.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024517";"Agrant OÜ";"12556085";"03.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024518";"Ramset Group OÜ";"12765475";"03.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024513";"Varlamov & Varlamova OÜ";"12247935";"02.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024514";"PisiPai OÜ";"14399164";"02.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024512";"Väikesaare OÜ";"16086147";"02.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024511";"Brinery OÜ";"14547601";"01.08.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024510";"OÜ RUUF BAR";"16733839";"31.07.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024509";"FunGolf OÜ";"16659037";"24.07.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024508";"Roosirig OÜ";"16775660";"24.07.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024507";"OÜ Kõhutäis";"16096657";"21.07.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024506";"OÜ Nepalese";"16766610";"20.07.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024505";"Moonglow OÜ";"16566947";"19.07.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024504";"Kohvik Kodu OÜ";"16770964";"17.07.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024503";"Brasserii OÜ";"16326548";"15.07.2023";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO024502";"OÜ Orjaku Mõisakoha";"10622056";"14.07.2023";"Tähtajatu";"Jah";"Toitlustamine";""
